date,bias,htf_structure,liquidity_swept,premium_discount,htf_fvg_nearby,accum_candles,accum_high,accum_low,breakout_time_ny,retest_A,retest_B_low,retest_B_high,entry_time_ny,entry_price,entry_level,stop,target,target_type,rr,exit_time_ny,exit_price,exit_reason,r_multiple,pnl_usd
2025-01-22,LONG,BULLISH,True,PREMIUM,True,2,21767.0,21747.12,2025-01-22 09:46,21767.0,21780.74,21780.74,2025-01-22 09:47,21780.74,B,21737.12,21911.62,FIXED_3R,3.0,2025-01-22 23:59,21784.01,EOD,0.075,74.84
2025-02-03,LONG,BULLISH,True,DISCOUNT,True,2,21086.19,21057.31,2025-02-03 09:58,21086.19,21076.44,21076.44,2025-02-03 09:59,21086.19,A,21047.31,21202.83,FIXED_3R,3.0,2025-02-03 10:00,21047.31,SL,-1.0,-1000.0
2025-02-06,LONG,BULLISH,True,PREMIUM,True,5,21647.09,21622.46,2025-02-06 09:44,21647.09,21635.96,21658.59,2025-02-06 09:45,21658.59,B,21612.46,21796.98,FIXED_3R,3.0,2025-02-06 10:48,21612.46,SL,-1.0,-1000.0
2025-02-20,LONG,BULLISH,True,PREMIUM,True,2,22122.3,22107.8,2025-02-20 09:42,22122.3,22128.35,22128.35,2025-02-20 09:43,22128.35,B,22097.8,22220.0,FIXED_3R,3.0,2025-02-20 09:44,22097.8,SL,-1.0,-1000.0
2025-03-05,SHORT,BEARISH,True,DISCOUNT,False,2,20375.6,20341.5,2025-03-05 09:39,20341.5,20310.7,20310.7,2025-03-05 09:40,20310.7,B,20385.6,20086.0,FIXED_3R,3.0,2025-03-05 09:40,20385.6,SL,-1.0,-1000.0
2025-03-06,SHORT,BEARISH,True,DISCOUNT,False,2,20276.6,20242.8,2025-03-06 09:43,20242.8,20237.4,20237.4,2025-03-06 09:45,20237.4,B,20286.6,20089.8,FIXED_3R,3.0,2025-03-06 09:50,20286.6,SL,-1.0,-1000.0
2025-03-18,SHORT,BEARISH,True,DISCOUNT,True,2,19659.7,19631.85,2025-03-18 09:41,19631.85,19557.1,19557.1,2025-03-18 09:42,19557.1,B,19669.7,19219.3,FIXED_3R,3.0,2025-03-18 23:59,19545.7,EOD,0.101,101.24
2025-03-19,SHORT,BEARISH,True,DISCOUNT,True,2,19591.6,19562.0,2025-03-19 09:41,19562.0,19530.0,19548.95,2025-03-19 09:42,19530.0,B,19601.6,19315.2,FIXED_3R,3.0,2025-03-19 09:54,19601.6,SL,-1.0,-1000.0
2025-04-14,SHORT,BEARISH,True,PREMIUM,True,4,19100.8,19010.25,2025-04-14 09:43,19010.25,18886.7,18886.7,2025-04-14 09:44,18886.7,B,19110.8,18214.4,FIXED_3R,3.0,2025-04-14 23:59,18776.95,EOD,0.49,489.74
2025-04-21,SHORT,BEARISH,True,PREMIUM,False,4,18043.05,18008.2,2025-04-21 09:35,18008.2,18007.9,18013.95,2025-04-21 09:36,18007.9,B,18053.05,17872.45,FIXED_3R,3.0,2025-04-21 10:00,17872.45,TP,3.0,3000.0
2025-04-23,SHORT,BEARISH,True,PREMIUM,True,2,18959.45,18928.55,2025-04-23 09:54,18928.55,18926.65,18926.65,2025-04-23 09:59,18926.65,B,18969.45,18798.25,FIXED_3R,3.0,2025-04-23 10:00,18969.45,SL,-1.0,-1000.0
2025-05-01,LONG,BULLISH,True,PREMIUM,False,2,19852.9,19821.65,2025-05-01 09:36,19852.9,19844.83,19844.83,2025-05-01 09:37,19852.9,A,19807.6,19988.8,FIXED_3R,3.0,2025-05-01 09:39,19807.6,SL,-1.0,-1000.0
2025-05-19,LONG,BULLISH,True,PREMIUM,True,2,21258.55,21237.05,2025-05-19 09:53,21258.55,21275.92,21275.92,2025-05-19 09:54,21275.92,B,21227.05,21422.55,FIXED_3R,3.0,2025-05-19 13:01,21422.55,TP,3.0,3000.0
2025-05-23,LONG,BULLISH,True,PREMIUM,True,2,20805.75,20782.0,2025-05-23 09:52,20805.75,20812.53,20812.53,2025-05-23 09:53,20812.53,B,20772.0,20934.1,FIXED_3R,3.0,2025-05-23 11:37,20934.1,TP,3.0,3000.0
2025-06-02,LONG,BULLISH,True,PREMIUM,True,2,21373.05,21350.2,2025-06-02 09:37,21373.05,21371.88,21371.88,2025-06-02 09:41,21373.05,A,21340.2,21471.6,FIXED_3R,3.0,2025-06-02 09:46,21340.2,SL,-1.0,-1000.0
2025-06-04,LONG,BULLISH,True,PREMIUM,False,4,21717.55,21693.0,2025-06-04 09:36,21717.55,21719.6,21731.75,2025-06-04 09:37,21731.75,B,21683.0,21878.0,FIXED_3R,3.0,2025-06-04 10:00,21683.0,SL,-1.0,-1000.0
2025-06-06,LONG,BULLISH,True,PREMIUM,True,2,21750.55,21729.8,2025-06-06 09:37,21750.55,21761.25,21765.55,2025-06-06 09:38,21765.55,B,21719.8,21902.8,FIXED_3R,3.0,2025-06-06 11:20,21719.8,SL,-1.0,-1000.0
2025-06-11,LONG,BULLISH,True,PREMIUM,False,2,21955.6,21935.2,2025-06-11 09:36,21955.6,21950.22,21950.22,2025-06-11 09:37,21955.6,A,21925.2,22046.8,FIXED_3R,3.0,2025-06-11 09:46,21925.2,SL,-1.0,-1000.0
2025-06-12,LONG,BULLISH,True,PREMIUM,True,2,21826.05,21805.55,2025-06-12 09:43,21826.05,21849.62,21849.62,2025-06-12 09:44,21849.62,B,21795.55,22011.85,FIXED_3R,3.0,2025-06-12 18:00,22011.85,TP,3.0,3000.0
2025-06-18,LONG,BULLISH,True,DISCOUNT,True,2,21717.7,21695.0,2025-06-18 09:35,21717.7,21708.35,21708.35,2025-06-18 09:36,21717.7,A,21685.0,21815.8,FIXED_3R,3.0,2025-06-18 10:14,21815.8,TP,3.0,3000.0
2025-06-23,LONG,BULLISH,True,DISCOUNT,True,2,21653.4,21633.0,2025-06-23 09:43,21653.4,21653.05,21653.05,2025-06-23 09:46,21653.4,A,21623.0,21744.6,FIXED_3R,3.0,2025-06-23 10:05,21744.6,TP,3.0,3000.0
2025-06-24,LONG,BULLISH,True,PREMIUM,False,2,22091.1,22073.9,2025-06-24 09:37,22091.1,22086.85,22086.85,2025-06-24 09:38,22091.1,A,22063.9,22172.7,FIXED_3R,3.0,2025-06-24 09:59,22063.9,SL,-1.0,-1000.0
2025-06-25,LONG,BULLISH,True,PREMIUM,False,2,22308.0,22290.2,2025-06-25 09:39,22308.0,22313.15,22313.15,2025-06-25 09:41,22313.15,B,22280.2,22412.0,FIXED_3R,3.0,2025-06-25 09:50,22280.2,SL,-1.0,-1000.0
2025-07-02,LONG,BULLISH,True,PREMIUM,True,3,22485.1,22472.3,2025-07-02 09:47,22485.1,22510.05,22510.05,2025-07-02 09:48,22510.05,B,22462.3,22653.3,FIXED_3R,3.0,2025-07-02 20:02,22633.6,EOD,2.587,2587.43
2025-07-07,LONG,BULLISH,True,PREMIUM,True,2,22736.3,22722.6,2025-07-07 09:40,22736.3,22733.4,22733.4,2025-07-07 09:45,22736.3,A,22705.3,22829.3,FIXED_3R,3.0,2025-07-07 10:02,22705.3,SL,-1.0,-1000.0
2025-09-10,LONG,BULLISH,True,PREMIUM,False,2,23906.0,23887.8,2025-09-10 09:43,23906.0,23902.05,23902.05,2025-09-10 09:44,23906.0,A,23877.8,23990.6,FIXED_3R,3.0,2025-09-10 09:51,23877.8,SL,-1.0,-1000.0
2025-09-12,LONG,BULLISH,True,PREMIUM,False,2,23996.4,23983.1,2025-09-12 09:48,23996.4,24008.5,24008.5,2025-09-12 09:49,24008.5,B,23973.1,24114.7,FIXED_3R,3.0,2025-09-12 14:33,24114.7,TP,3.0,3000.0
2025-09-15,LONG,BULLISH,True,PREMIUM,False,2,24190.5,24176.9,2025-09-15 09:37,24190.5,24186.35,24186.35,2025-09-15 09:38,24190.5,A,24166.9,24261.3,FIXED_3R,3.0,2025-09-15 11:50,24261.3,TP,3.0,3000.0
2025-10-08,LONG,BULLISH,True,PREMIUM,True,2,24931.9,24920.2,2025-10-08 09:44,24931.9,24928.6,24928.6,2025-10-08 09:45,24931.9,A,24906.2,25009.0,FIXED_3R,3.0,2025-10-08 10:01,25009.0,TP,3.0,3000.0
2025-10-16,SHORT,BEARISH,True,PREMIUM,True,2,24921.1,24901.3,2025-10-16 09:39,24901.3,24895.55,24895.55,2025-10-16 09:40,24895.55,B,24931.1,24788.9,FIXED_3R,3.0,2025-10-16 09:45,24931.1,SL,-1.0,-1000.0
2025-11-05,SHORT,BEARISH,True,DISCOUNT,True,2,25423.3,25394.9,2025-11-05 09:36,25394.9,25378.8,25378.8,2025-11-05 09:37,25378.8,B,25433.3,25215.3,FIXED_3R,3.0,2025-11-05 09:39,25433.3,SL,-1.0,-1000.0
2025-11-12,SHORT,BEARISH,True,PREMIUM,True,2,25608.6,25580.8,2025-11-12 09:40,25580.8,25564.5,25570.1,2025-11-12 09:41,25564.5,B,25618.6,25402.2,FIXED_3R,3.0,2025-11-12 11:11,25402.2,TP,3.0,3000.0
2025-11-20,SHORT,BEARISH,True,PREMIUM,True,2,25136.7,25099.5,2025-11-20 09:40,25099.5,25110.5,25110.5,2025-11-20 09:41,25099.5,A,25151.7,24942.9,FIXED_3R,3.0,2025-11-20 09:47,25151.7,SL,-1.0,-1000.0
2025-11-26,SHORT,BEARISH,True,PREMIUM,True,4,25207.1,25165.0,2025-11-26 09:37,25165.0,25157.8,25177.0,2025-11-26 09:38,25157.8,B,25217.1,24979.9,FIXED_3R,3.0,2025-11-26 11:02,25217.1,SL,-1.0,-1000.0
2025-11-27,LONG,BULLISH,True,PREMIUM,True,2,25254.0,25246.2,2025-11-27 09:33,25254.0,25252.1,25252.1,2025-11-27 09:34,25254.0,A,25236.2,25307.4,FIXED_3R,3.0,2025-11-27 09:37,25236.2,SL,-1.0,-1000.0
2025-12-09,LONG,BULLISH,True,PREMIUM,True,2,25588.9,25570.2,2025-12-09 09:46,25588.9,25589.0,25589.0,2025-12-09 09:47,25589.0,B,25560.2,25675.4,FIXED_3R,3.0,2025-12-09 11:16,25675.4,TP,3.0,3000.0
2025-12-18,SHORT,BEARISH,True,DISCOUNT,True,2,25031.0,25006.7,2025-12-18 09:38,25006.7,24988.0,25011.0,2025-12-18 09:39,24988.0,B,25041.0,24829.0,FIXED_3R,3.0,2025-12-18 09:58,25041.0,SL,-1.0,-1000.0
2026-02-02,LONG,BULLISH,True,DISCOUNT,True,2,25598.8,25571.6,2026-02-02 09:45,25598.8,25606.0,25606.0,2026-02-02 09:46,25606.0,B,25561.6,25739.2,FIXED_3R,3.0,2026-02-02 10:12,25739.2,TP,3.0,3000.0
2026-02-10,SHORT,BEARISH,True,PREMIUM,True,2,25290.6,25260.5,2026-02-10 09:36,25260.5,25249.4,25270.5,2026-02-10 09:37,25249.4,B,25300.6,25095.8,FIXED_3R,3.0,2026-02-10 09:55,25300.6,SL,-1.0,-1000.0
2026-02-16,SHORT,BEARISH,True,DISCOUNT,True,6,24708.2,24680.0,2026-02-16 09:36,24680.0,24679.9,24679.9,2026-02-16 09:37,24679.9,B,24718.2,24565.0,FIXED_3R,3.0,2026-02-16 10:00,24718.2,SL,-1.0,-1000.0
2026-02-20,SHORT,BEARISH,True,DISCOUNT,False,2,24877.9,24844.6,2026-02-20 09:53,24844.6,24806.35,24806.35,2026-02-20 09:54,24806.35,B,24887.9,24561.7,FIXED_3R,3.0,2026-02-20 10:01,24887.9,SL,-1.0,-1000.0
2026-02-23,SHORT,BEARISH,True,PREMIUM,True,2,24854.8,24827.7,2026-02-23 09:44,24827.7,24835.85,24835.85,2026-02-23 09:45,24827.7,A,24867.4,24708.6,FIXED_3R,3.0,2026-02-23 09:50,24867.4,SL,-1.0,-1000.0
2026-03-16,LONG,BULLISH,True,PREMIUM,False,4,24700.9,24662.4,2026-03-16 09:45,24700.9,24663.9,24696.2,2026-03-16 09:46,24700.9,A,24645.9,24865.9,FIXED_3R,3.0,2026-03-16 10:38,24645.9,SL,-1.0,-1000.0
2026-03-18,LONG,BULLISH,True,PREMIUM,False,3,24730.6,24696.9,2026-03-18 09:39,24730.6,24738.5,24738.5,2026-03-18 09:40,24738.5,B,24686.9,24893.3,FIXED_3R,3.0,2026-03-18 10:03,24686.9,SL,-1.0,-1000.0
2026-03-19,LONG,BULLISH,True,DISCOUNT,False,2,24183.0,24153.0,2026-03-19 09:44,24183.0,24213.3,24213.3,2026-03-19 09:45,24213.3,B,24143.0,24424.2,FIXED_3R,3.0,2026-03-19 15:06,24424.2,TP,3.0,3000.0
2026-03-20,LONG,BULLISH,True,DISCOUNT,True,2,24193.3,24166.6,2026-03-20 09:36,24193.3,24187.0,24187.0,2026-03-20 09:37,24193.3,A,24156.6,24303.4,FIXED_3R,3.0,2026-03-20 09:50,24156.6,SL,-1.0,-1000.0
2026-03-24,SHORT,BEARISH,True,DISCOUNT,False,2,24052.5,24016.0,2026-03-24 09:39,24016.0,23997.0,24023.7,2026-03-24 09:40,23997.0,B,24062.5,23800.5,FIXED_3R,3.0,2026-03-24 10:07,24062.5,SL,-1.0,-1000.0
2026-03-30,SHORT,BEARISH,True,DISCOUNT,False,2,23287.4,23244.5,2026-03-30 09:45,23244.5,23214.4,23214.4,2026-03-30 09:46,23214.4,B,23297.4,22965.4,FIXED_3R,3.0,2026-03-30 14:48,22965.4,TP,3.0,3000.0
2026-04-01,SHORT,BEARISH,True,PREMIUM,True,3,24007.0,23967.8,2026-04-01 09:47,23967.8,23898.15,23898.15,2026-04-01 09:48,23898.15,B,24017.0,23541.6,FIXED_3R,3.0,2026-04-01 10:22,24017.0,SL,-1.0,-1000.0
2026-04-02,SHORT,BEARISH,True,DISCOUNT,True,2,23616.2,23585.5,2026-04-02 09:44,23585.5,23524.9,23524.9,2026-04-02 09:45,23524.9,B,23626.2,23221.0,FIXED_3R,3.0,2026-04-02 09:51,23626.2,SL,-1.0,-1000.0
2026-04-14,LONG,BULLISH,True,PREMIUM,False,3,25585.0,25564.7,2026-04-14 09:45,25585.0,25591.5,25591.5,2026-04-14 09:46,25591.5,B,25554.7,25701.9,FIXED_3R,3.0,2026-04-14 10:04,25554.7,SL,-1.0,-1000.0
2026-04-15,LONG,BULLISH,True,PREMIUM,False,2,25872.3,25850.0,2026-04-15 09:41,25872.3,25886.9,25886.9,2026-04-15 09:42,25886.9,B,25840.0,26027.6,FIXED_3R,3.0,2026-04-15 09:44,25840.0,SL,-1.0,-1000.0
2026-04-17,LONG,BULLISH,True,PREMIUM,False,2,26547.5,26527.8,2026-04-17 09:44,26547.5,26546.75,26546.75,2026-04-17 09:45,26547.5,A,26517.8,26636.6,FIXED_3R,3.0,2026-04-17 09:46,26517.8,SL,-1.0,-1000.0
2026-04-23,LONG,BULLISH,True,PREMIUM,False,2,26864.7,26844.4,2026-04-23 09:35,26864.7,26860.5,26860.5,2026-04-23 09:36,26864.7,A,26834.4,26955.6,FIXED_3R,3.0,2026-04-23 10:00,26834.4,SL,-1.0,-1000.0
2026-04-24,LONG,BULLISH,True,PREMIUM,False,2,27078.9,27058.7,2026-04-24 09:41,27078.9,27105.8,27105.8,2026-04-24 09:42,27105.8,B,27048.7,27277.1,FIXED_3R,3.0,2026-04-24 09:53,27048.7,SL,-1.0,-1000.0
2026-04-28,LONG,BULLISH,True,PREMIUM,True,2,27015.3,26991.3,2026-04-28 09:38,27015.3,27037.85,27037.85,2026-04-28 09:39,27037.85,B,26981.3,27207.5,FIXED_3R,3.0,2026-04-28 10:35,26981.3,SL,-1.0,-1000.0
2026-04-29,LONG,BULLISH,True,PREMIUM,True,2,27025.0,27000.5,2026-04-29 09:39,27025.0,27041.95,27041.95,2026-04-29 09:44,27041.95,B,26990.5,27196.3,FIXED_3R,3.0,2026-04-29 15:15,27196.3,TP,3.0,3000.0
2026-04-30,LONG,BULLISH,True,PREMIUM,True,2,27169.2,27140.5,2026-04-30 09:42,27169.2,27160.3,27160.3,2026-04-30 09:43,27169.2,A,27130.5,27285.3,FIXED_3R,3.0,2026-04-30 09:52,27130.5,SL,-1.0,-1000.0
2026-05-01,LONG,BULLISH,True,PREMIUM,False,4,27624.6,27596.8,2026-05-01 09:45,27624.6,27651.6,27651.6,2026-05-01 09:46,27651.6,B,27586.8,27846.0,FIXED_3R,3.0,2026-05-01 15:59,27711.8,EOD,0.929,929.01
2026-05-05,LONG,BULLISH,True,PREMIUM,False,2,27919.1,27894.9,2026-05-05 09:44,27919.1,27953.7,27962.4,2026-05-05 09:45,27962.4,B,27884.9,28194.9,FIXED_3R,3.0,2026-05-05 18:52,28194.9,TP,3.0,3000.0
2026-05-06,LONG,BULLISH,True,PREMIUM,False,2,28340.2,28317.2,2026-05-06 09:48,28340.2,28352.45,28352.45,2026-05-06 09:49,28352.45,B,28307.2,28488.2,FIXED_3R,3.0,2026-05-06 09:51,28307.2,SL,-1.0,-1000.0
2026-05-07,LONG,BULLISH,True,PREMIUM,False,2,28636.0,28608.5,2026-05-07 09:36,28636.0,28640.4,28640.4,2026-05-07 09:37,28640.4,B,28598.5,28766.1,FIXED_3R,3.0,2026-05-07 09:45,28598.5,SL,-1.0,-1000.0
2026-05-13,LONG,BULLISH,True,PREMIUM,True,2,29107.3,29077.0,2026-05-13 09:44,29107.3,29121.1,29121.1,2026-05-13 09:45,29121.1,B,29067.0,29283.4,FIXED_3R,3.0,2026-05-13 09:45,29067.0,SL,-1.0,-1000.0
2026-05-20,LONG,BULLISH,True,PREMIUM,True,2,28979.6,28938.4,2026-05-20 09:46,28979.6,29067.2,29072.1,2026-05-20 09:47,29072.1,B,28928.4,29503.2,FIXED_3R,3.0,2026-05-20 10:12,28928.4,SL,-1.0,-1000.0
2026-05-22,LONG,BULLISH,True,PREMIUM,True,2,29577.0,29552.7,2026-05-22 09:40,29577.0,29600.35,29600.35,2026-05-22 09:41,29600.35,B,29542.7,29773.3,FIXED_3R,3.0,2026-05-22 09:42,29542.7,SL,-1.0,-1000.0
2026-05-25,LONG,BULLISH,True,PREMIUM,False,8,29898.2,29867.2,2026-05-25 09:44,29898.2,29896.6,29896.6,2026-05-25 09:47,29898.2,A,29857.2,30021.2,FIXED_3R,3.0,2026-05-25 10:32,29857.2,SL,-1.0,-1000.0
2026-06-09,SHORT,BEARISH,True,DISCOUNT,True,2,29691.8,29656.4,2026-06-09 09:41,29656.4,29640.8,29640.8,2026-06-09 09:42,29640.8,B,29701.8,29457.8,FIXED_3R,3.0,2026-06-09 09:43,29701.8,SL,-1.0,-1000.0
2026-06-11,SHORT,BEARISH,True,DISCOUNT,False,2,28704.4,28649.7,2026-06-11 09:38,28649.7,28673.9,28709.9,2026-06-11 09:39,28649.7,A,28749.3,28350.9,FIXED_3R,3.0,2026-06-11 09:45,28749.3,SL,-1.0,-1000.0
2026-06-12,SHORT,BEARISH,True,DISCOUNT,True,3,29413.3,29365.5,2026-06-12 09:46,29365.5,29242.1,29242.1,2026-06-12 09:47,29242.1,B,29423.3,28698.5,FIXED_3R,3.0,2026-06-12 10:02,29423.3,SL,-1.0,-1000.0
2026-06-24,SHORT,BEARISH,True,DISCOUNT,True,2,29522.7,29487.1,2026-06-24 09:36,29487.1,29485.15,29485.15,2026-06-24 09:37,29485.15,B,29542.0,29314.6,FIXED_3R,3.0,2026-06-24 09:42,29314.6,TP,3.0,3000.0
2026-06-25,SHORT,BEARISH,True,PREMIUM,True,2,29729.3,29687.2,2026-06-25 09:45,29687.2,29408.6,29441.8,2026-06-25 09:46,29408.6,B,29739.3,28416.5,FIXED_3R,3.0,2026-06-25 23:59,29062.4,EOD,1.047,1046.87
2026-07-01,LONG,BULLISH,True,PREMIUM,True,3,29874.1,29822.0,2026-07-01 09:40,29874.1,29862.75,29862.75,2026-07-01 09:41,29874.1,A,29812.0,30060.4,FIXED_3R,3.0,2026-07-01 11:20,30060.4,TP,3.0,3000.0
2026-07-02,LONG,BULLISH,True,PREMIUM,True,2,29944.4,29900.2,2026-07-02 09:53,29944.4,29974.6,29974.6,2026-07-02 09:54,29974.6,B,29890.2,30227.8,FIXED_3R,3.0,2026-07-02 10:10,29890.2,SL,-1.0,-1000.0
2026-07-09,LONG,BULLISH,True,PREMIUM,True,2,29643.0,29609.0,2026-07-09 09:45,29643.0,29653.55,29653.55,2026-07-09 09:46,29653.55,B,29599.0,29817.2,FIXED_3R,3.0,2026-07-09 09:49,29599.0,SL,-1.0,-1000.0
2026-07-24,SHORT,BEARISH,True,DISCOUNT,False,2,28377.0,28336.0,2026-07-24 09:40,28336.0,28345.85,28345.85,2026-07-24 09:41,28336.0,A,28387.0,28183.0,FIXED_3R,3.0,2026-07-24 09:53,28183.0,TP,3.0,3000.0
2026-07-27,SHORT,BEARISH,True,DISCOUNT,True,2,28454.0,28418.2,2026-07-27 09:38,28418.2,28396.8,28418.2,2026-07-27 09:39,28396.8,B,28464.0,28195.2,FIXED_3R,3.0,2026-07-27 09:58,28195.2,TP,3.0,3000.0
2026-07-29,SHORT,BEARISH,True,DISCOUNT,True,2,27846.5,27806.4,2026-07-29 09:36,27806.4,27788.0,27806.4,2026-07-29 09:37,27788.0,B,27856.5,27582.5,FIXED_3R,3.0,2026-07-29 09:52,27582.5,TP,3.0,3000.0
2026-08-04,LONG,BULLISH,True,PREMIUM,True,3,29293.8,29240.1,2026-08-04 09:43,29293.8,29314.55,29314.55,2026-08-04 09:44,29314.55,B,29230.1,29567.9,FIXED_3R,3.0,2026-08-04 11:47,29567.9,TP,3.0,3000.0
2026-08-05,LONG,BULLISH,True,PREMIUM,False,2,29875.2,29829.9,2026-08-05 09:41,29875.2,29890.75,29890.75,2026-08-05 09:42,29890.75,B,29819.9,30103.3,FIXED_3R,3.0,2026-08-05 10:02,29819.9,SL,-1.0,-1000.0
2026-08-07,LONG,BULLISH,True,PREMIUM,True,2,29662.3,29620.6,2026-08-07 09:52,29662.3,29667.35,29667.35,2026-08-07 09:53,29667.35,B,29610.6,29837.6,FIXED_3R,3.0,2026-08-07 09:56,29610.6,SL,-1.0,-1000.0
2026-08-21,SHORT,BEARISH,True,DISCOUNT,True,2,29303.2,29274.0,2026-08-21 09:42,29274.0,29258.85,29258.85,2026-08-21 09:43,29258.85,B,29313.2,29095.8,FIXED_3R,3.0,2026-08-21 11:34,29313.2,SL,-1.0,-1000.0
